"DOHREGION,C,12",LATITUDE,LONGITUDE,"POP_TOT,N,31,15","F_TOT,N,31,15","M_TOT,N,31,15","W_TOT,N,31,15","B_TOT,N,31,15","AI_TOT,N,31,15","A_TOT,N,31,15","PI_TOT,N,31,15","O_TOT,N,31,15","MU_TOT,N,31,15","NH_TOT,N,31,15","H_TOT,N,31,15","HH_SIZE,N,31,15","HU_OCC,N,31,15","HU_VAC,N,31,15","TOT_LT_HS,N,31,15","TOT_HSPLUS,N,31,15","POVUNDER,N,31,15","POVOVER,N,31,15"
3.61E+11,40.7128,-74.006,2047,1018,1029,1864,27,1,104,2,23,26,1926,121,3,709,40,10,1193,0,1757
3.61E+11,40.7128,-74.006,1758,882,876,1540,85,2,79,0,26,26,1614,144,3,608,18,10,1162,0,1972
3.61E+11,40.7128,-74.006,945,526,419,845,26,1,41,1,18,13,883,62,2,380,15,7,698,5,934
3.61E+11,40.7128,-74.006,1547,782,765,1393,9,5,84,0,18,38,1439,108,3,501,9,87,923,8,1572
3.61E+11,40.7128,-74.006,1523,763,760,1394,26,1,58,0,22,22,1400,123,3,490,11,30,803,28,1038
3.61E+11,40.7128,-74.006,694,360,334,563,31,1,28,0,44,27,543,151,3,257,30,23,544,14,912
3.61E+11,40.7128,-74.006,1157,566,591,1030,22,0,83,0,12,10,1083,74,3,377,1,30,625,0,958
3.61E+11,40.7128,-74.006,2307,1188,1119,2032,39,0,140,2,57,37,2128,179,3,816,19,6,1469,9,2137
3.61E+11,40.7128,-74.006,1184,590,594,1040,33,0,59,0,22,30,1056,128,3,391,18,29,684,0,1040
3.61E+11,40.7128,-74.006,875,478,397,771,23,0,25,0,38,18,778,97,2,413,7,149,615,45,1092
3.61E+11,40.7128,-74.006,1275,666,609,1090,54,1,82,0,20,28,1176,99,2,550,16,71,695,15,1107
3.61E+11,40.7128,-74.006,2781,1417,1364,2516,60,2,149,0,27,27,2620,161,3,899,19,146,1936,0,3346
3.61E+11,40.7128,-74.006,1462,897,565,1363,19,2,29,0,27,22,1379,83,2,871,64,93,1166,47,1322
3.61E+11,40.7128,-74.006,624,377,247,560,24,0,35,0,3,2,594,30,2,328,39,100,443,57,535
3.61E+11,40.7128,-74.006,1314,667,647,1184,40,5,43,0,26,16,1219,95,3,436,11,0,808,0,1120
3.61E+11,40.7128,-74.006,1385,680,705,1186,48,0,91,0,22,38,1250,135,3,444,5,79,813,59,1411
3.61E+11,40.7128,-74.006,1087,526,561,987,16,4,35,0,15,30,982,105,3,353,10,42,737,0,1362
3.61E+11,40.7128,-74.006,1803,932,871,1604,41,4,85,0,45,24,1674,129,3,570,11,117,1181,26,2049
3.61E+11,40.7128,-74.006,1298,661,637,1218,11,0,41,7,13,8,1216,82,3,449,17,25,804,14,1299
3.61E+11,40.7128,-74.006,1791,982,809,1702,18,5,47,0,6,13,1694,97,3,468,20,135,985,10,1183
3.61E+11,40.7128,-74.006,1406,677,729,1326,13,0,45,2,4,16,1355,51,3,445,9,27,891,40,1372
3.61E+11,40.7128,-74.006,1772,890,882,1630,18,3,66,0,26,29,1674,98,3,558,28,14,1211,31,1944
3.61E+11,40.7128,-74.006,1102,553,549,1052,5,1,9,0,14,21,1024,78,3,386,22,17,640,16,856
3.61E+11,40.7128,-74.006,1992,924,1068,1605,136,1,132,0,72,46,1842,150,3,550,19,44,1123,0,1808
3.61E+11,40.7128,-74.006,1317,670,647,1248,11,7,12,0,24,15,1214,103,3,466,18,12,846,9,1291
3.61E+11,40.7128,-74.006,1934,948,986,1834,14,3,55,0,12,16,1853,81,3,602,15,65,1103,0,1928
3.61E+11,40.7128,-74.006,952,480,472,871,9,0,34,0,12,26,887,65,3,298,26,9,533,0,775
3.61E+11,40.7128,-74.006,1877,1000,877,1748,35,2,26,1,45,20,1723,154,3,582,50,221,1326,20,1586
3.61E+11,40.7128,-74.006,602,323,279,589,1,1,2,0,7,2,569,33,2,273,89,21,513,0,757
3.61E+11,40.7128,-74.006,1615,793,822,1485,16,4,43,0,32,35,1493,122,3,575,59,20,975,15,1423
3.61E+11,40.7128,-74.006,1010,513,497,953,11,3,18,0,7,18,937,73,3,381,73,70,581,36,910
3.61E+11,40.7128,-74.006,2234,519,1715,886,984,4,215,7,105,33,1913,321,2,269,3,634,1080,283,117
36119DOH0001,40.7128,-74.006,3189,1535,1654,1138,1088,26,60,1,715,161,1444,1745,3,1198,134,368,1107,599,1978
36119DOH0002,40.7128,-74.006,3082,1527,1555,954,667,39,150,8,1069,195,1010,2072,3,932,74,897,1319,920,2998
36119DOH0003,40.7128,-74.006,3329,1872,1457,1941,459,19,156,1,548,205,1920,1409,2,1500,96,422,1894,306,2829
36119DOH0004,40.7128,-74.006,3000,1537,1463,961,698,62,13,3,1112,151,702,2298,3,885,84,767,860,856,2242
36119DOH0005,40.7128,-74.006,2282,1179,1103,649,867,36,303,0,323,104,1397,885,2,738,23,391,993,370,1318
36119DOH0006,40.7128,-74.006,1404,706,698,640,403,10,58,0,221,72,783,621,2,635,119,147,587,302,753
36119DOH0007,40.7128,-74.006,1575,857,718,264,1083,4,20,0,155,49,1217,358,2,659,89,195,893,253,1486
36119DOH0008,40.7128,-74.006,2606,1464,1142,1107,745,15,45,2,578,114,1323,1283,2,1044,123,462,905,657,1933
36119DOH0009,40.7128,-74.006,2831,1479,1352,1495,546,8,135,7,507,133,1807,1024,3,953,77,515,1641,104,2928
36119DOH0010,40.7128,-74.006,3892,1821,2071,1351,699,87,123,0,1325,307,1105,2787,4,1008,237,528,831,1195,1776
36119DOH0011,40.7128,-74.006,1017,520,497,745,47,3,137,0,37,48,840,177,3,343,11,46,915,150,1042
36119DOH0012,40.7128,-74.006,1343,711,632,1002,76,9,72,5,129,50,1002,341,3,492,33,130,634,16,1001
36119DOH0013,40.7128,-74.006,1966,1068,898,62,1791,2,10,2,23,76,1808,158,3,671,92,160,1328,449,1712
36119DOH0014,40.7128,-74.006,2819,1565,1254,126,2272,34,60,10,188,129,2529,290,3,943,104,169,1322,209,2327
36119DOH0015,40.7128,-74.006,870,491,379,742,9,0,100,0,8,11,821,49,2,441,58,41,679,20,854
36119DOH0016,40.7128,-74.006,1829,917,912,1625,73,1,58,1,17,54,1714,115,3,577,18,13,1174,9,1943
36119DOH0017,40.7128,-74.006,2764,1297,1467,1345,683,29,137,0,421,149,1594,1170,2,1147,70,212,1157,740,1904
36119DOH0018,40.7128,-74.006,1639,863,776,1477,8,6,95,0,19,34,1550,89,3,624,41,66,1109,40,1659
36119DOH0019,40.7128,-74.006,2207,941,1266,1115,164,22,14,0,746,146,551,1656,4,588,32,294,840,233,1661
36119DOH0020,40.7128,-74.006,1746,821,925,1040,55,28,74,0,458,91,580,1166,3,537,40,603,1169,694,1780
36119DOH0021,40.7128,-74.006,3396,1482,1914,1528,315,30,31,0,1287,205,628,2768,3,981,87,1216,927,956,2247
36119DOH0022,40.7128,-74.006,2350,1126,1224,1675,71,31,37,0,471,65,935,1415,3,880,80,416,1251,335,1923
36119DOH0023,40.7128,-74.006,4680,2599,2081,3956,274,12,182,3,100,153,4262,418,3,849,31,23,1178,34,1733
36119DOH0024,40.7128,-74.006,3006,1703,1303,2176,182,3,446,4,118,77,2644,362,3,432,49,2,670,41,1036
36119DOH0025,40.7128,-74.006,2525,1333,1192,1465,433,14,179,0,351,83,1595,930,3,898,19,200,1633,46,2504
36119DOH0026,40.7128,-74.006,2473,1192,1281,1042,537,29,272,1,488,104,1408,1065,3,878,113,332,1262,178,1833
36119DOH0027,40.7128,-74.006,1608,842,766,861,332,8,245,1,97,64,1257,351,1,812,215,316,935,480,932
36119DOH0028,40.7128,-74.006,1783,901,882,1231,29,1,476,0,12,34,1720,63,3,570,26,35,1250,160,1919
36119DOH0029,40.7128,-74.006,3048,1600,1448,2084,264,15,484,0,119,82,2679,369,2,1297,63,88,2481,40,3565
36119DOH0030,40.7128,-74.006,1942,927,1015,935,282,17,88,0,539,81,895,1047,3,601,44,173,1180,207,1839
36119DOH0031,40.7128,-74.006,1906,1004,902,1409,112,1,269,0,48,67,1739,167,3,666,40,30,1299,73,1937
36119DOH0032,40.7128,-74.006,3424,1743,1681,2034,163,24,134,0,873,196,1543,1881,3,1288,74,476,1806,412,2864
36119DOH0033,40.7128,-74.006,3424,1745,1679,1381,395,56,44,0,1329,219,616,2808,3,1100,56,880,1296,514,3019
36119DOH0034,40.7128,-74.006,1485,773,712,1305,26,5,84,0,36,29,1324,161,3,581,26,161,1108,36,1780
36119DOH0035,40.7128,-74.006,2902,2000,902,1733,697,11,123,0,262,76,2090,812,2,736,49,651,2085,267,2008
36119DOH0036,40.7128,-74.006,3387,798,2589,1026,1495,25,48,0,667,126,2003,1384,3,526,30,814,1543,71,926
36119DOH0037,40.7128,-74.006,1634,830,804,1092,113,44,88,0,226,71,1016,618,3,613,33,210,1039,141,1331
36119DOH0038,40.7128,-74.006,2237,1063,1174,1032,404,11,67,2,515,206,1025,1212,3,661,31,756,1237,505,2438
36119DOH0039,40.7128,-74.006,2612,1191,1421,722,766,35,80,4,771,234,1154,1458,3,766,106,428,902,662,1593
36119DOH0040,40.7128,-74.006,1565,830,735,1425,98,0,9,0,17,16,1446,119,2,468,28,210,895,117,653
36119DOH0041,40.7128,-74.006,6870,3914,2956,6492,83,9,204,2,18,62,6665,205,2,3401,185,186,5558,158,6707
3.61E+11,40.7128,-74.006,989,468,521,966,2,1,1,0,5,14,980,9,2,400,38,71,711,88,1087
3.61E+11,40.7128,-74.006,1082,523,559,1066,4,3,1,0,1,7,1059,23,3,423,24,67,727,108,1065
3.61E+11,40.7128,-74.006,602,311,291,585,1,0,1,0,6,9,588,14,3,224,18,31,301,21,450
3.61E+11,40.7128,-74.006,4566,408,4158,1924,2273,35,21,0,307,6,3956,610,3,291,25,1407,2764,12,598
3.61E+11,40.7128,-74.006,1570,809,761,1515,7,7,5,1,20,15,1542,28,3,616,46,74,968,228,1270
3.61E+11,40.7128,-74.006,790,391,399,769,2,0,9,0,0,10,785,5,2,345,50,106,410,199,585
3.61E+11,40.7128,-74.006,776,401,375,755,2,1,2,0,9,7,766,10,2,332,24,20,375,43,598
3.61E+11,40.7128,-74.006,798,379,419,794,0,0,1,0,0,3,791,7,3,303,28,82,512,15,853
3.61E+11,40.7128,-74.006,905,450,455,898,0,2,4,0,1,0,904,1,3,355,38,26,570,30,789
3.61E+11,40.7128,-74.006,836,411,425,828,0,1,1,0,1,5,829,7,3,332,38,165,565,108,882
3.61E+11,40.7128,-74.006,820,383,437,810,0,1,0,0,7,2,809,11,3,311,20,30,486,69,614
3.61E+11,40.7128,-74.006,861,411,450,852,2,1,0,0,3,3,849,12,2,345,38,25,515,45,692
3.61E+11,40.7128,-74.006,1423,686,737,1395,1,4,1,1,1,20,1391,32,3,558,32,90,825,21,1252
3.61E+11,40.7128,-74.006,832,402,430,804,0,3,2,2,19,2,797,35,3,331,86,40,604,41,873
3.61E+11,40.7128,-74.006,648,293,355,641,0,0,1,0,0,6,645,3,2,277,87,108,352,94,497
3.61E+11,40.7128,-74.006,866,457,409,836,0,1,12,0,1,16,860,6,2,354,34,61,449,122,532
3.61E+11,40.7128,-74.006,729,366,363,705,0,1,8,0,10,5,715,14,2,306,18,21,408,41,533
3.61E+11,40.7128,-74.006,1223,643,580,1197,3,2,0,0,1,20,1209,14,2,509,41,70,861,124,1310
3.61E+11,40.7128,-74.006,1092,563,529,1057,4,5,10,0,1,15,1073,19,2,455,50,42,611,189,1002
3.61E+11,40.7128,-74.006,1154,617,537,1107,0,5,20,0,6,16,1130,24,2,548,40,282,694,152,867
3.61E+11,40.7128,-74.006,774,391,383,744,8,0,3,0,8,11,740,34,2,310,39,40,461,14,815
3.61E+11,40.7128,-74.006,1000,535,465,968,9,3,3,0,1,16,977,23,2,402,66,57,653,264,891
3.61E+11,40.7128,-74.006,666,327,339,647,0,1,4,0,14,0,627,39,2,269,109,36,300,69,390
3.61E+11,40.7128,-74.006,834,461,373,805,1,5,0,0,9,14,819,15,2,374,57,166,542,103,877
3.61E+11,40.7128,-74.006,559,277,282,544,3,2,2,0,0,8,550,9,3,223,26,32,232,261,211
3.61E+11,40.7128,-74.006,783,379,404,733,2,2,4,0,28,14,750,33,3,294,21,72,496,57,703
3.61E+11,40.7128,-74.006,1207,601,606,1163,6,3,1,0,15,19,1160,47,3,455,34,210,705,70,1210
3.61E+11,40.7128,-74.006,386,194,192,377,4,0,0,0,0,5,378,8,2,163,264,26,265,22,392
3.61E+11,40.7128,-74.006,721,358,363,710,2,1,1,0,0,7,715,6,2,295,20,18,538,133,726
3.61E+11,40.7128,-74.006,592,307,285,585,2,2,0,0,1,2,589,3,2,251,256,0,233,75,208
3.61E+11,40.7128,-74.006,722,342,380,700,1,3,2,1,9,6,704,18,3,278,27,86,382,18,702
3.61E+11,40.7128,-74.006,701,332,369,699,1,0,0,0,0,1,696,5,3,274,32,26,492,58,671
3.61E+11,40.7128,-74.006,883,415,468,874,1,2,0,0,2,4,870,13,3,334,117,73,473,157,662
3.61E+11,40.7128,-74.006,759,402,357,739,2,1,0,0,4,13,749,10,2,330,24,62,427,89,616
3.61E+11,40.7128,-74.006,994,482,512,982,0,0,4,0,5,3,976,18,3,384,42,59,658,11,1111
3.61E+11,40.7128,-74.006,826,418,408,810,3,1,2,0,1,9,818,8,2,357,93,28,665,91,855
3.61E+11,40.7128,-74.006,1069,565,504,1048,1,1,5,0,1,13,1061,8,3,416,31,13,698,203,895
3.61E+11,40.7128,-74.006,1196,603,593,1161,6,7,8,0,3,11,1176,20,3,461,28,66,646,93,969
3.61E+11,40.7128,-74.006,1114,567,547,1077,6,6,4,0,4,17,1101,13,2,557,32,149,645,164,921
3.61E+11,40.7128,-74.006,810,401,409,788,2,1,11,0,1,7,808,2,2,331,46,53,490,95,729
3.61E+11,40.7128,-74.006,1060,526,534,1038,5,7,3,0,2,5,1051,9,3,378,98,90,566,120,874
3.61E+11,40.7128,-74.006,874,433,441,855,9,1,1,0,1,7,865,9,3,333,62,78,575,117,806
36121DOH0001,40.7128,-74.006,1063,514,549,1051,0,4,2,2,4,0,1053,10,3,417,170,87,693,67,1020
3.61E+11,40.7128,-74.006,1342,647,695,1271,27,5,4,1,11,23,1305,37,3,460,159,49,1018,24,1531
3.61E+11,40.7128,-74.006,858,420,438,837,2,2,3,0,0,14,814,44,3,316,209,100,406,78,637
3.61E+11,40.7128,-74.006,656,319,337,652,2,0,1,0,0,1,651,5,2,266,147,25,423,45,619
3.61E+11,40.7128,-74.006,824,419,405,811,7,0,1,0,0,5,822,2,3,282,239,106,355,298,493
3.61E+11,40.7128,-74.006,1060,529,531,1043,3,0,4,0,2,8,1054,6,3,371,240,119,407,312,547
3.61E+11,40.7128,-74.006,1202,622,580,1173,13,1,6,0,2,7,1186,16,2,505,60,172,621,308,866
3.61E+11,40.7128,-74.006,2794,1477,1317,2709,10,2,7,0,18,48,2740,54,2,1040,65,417,1551,181,2290
3.61E+11,40.7128,-74.006,1517,759,758,1486,12,1,4,0,4,10,1507,10,3,494,39,221,683,202,1437
3.61E+11,40.7128,-74.006,1250,645,605,1168,35,4,5,0,11,27,1204,46,2,604,43,191,749,205,1009
3.61E+11,40.7128,-74.006,1495,749,746,1470,4,2,9,0,1,9,1489,6,3,581,408,85,869,120,1168
3.61E+11,40.7128,-74.006,1141,562,579,1123,3,0,2,0,2,11,1131,10,2,471,243,89,624,160,814
3.61E+11,40.7128,-74.006,1458,733,725,1425,9,2,1,0,2,19,1433,25,3,507,54,182,830,264,1317
3.61E+11,40.7128,-74.006,1254,636,618,1230,7,2,4,0,2,9,1246,8,2,515,332,129,661,272,772
3.61E+11,40.7128,-74.006,874,446,428,851,0,1,14,0,1,7,865,9,3,325,76,37,437,39,706
3.61E+11,40.7128,-74.006,564,287,277,546,0,0,3,3,1,11,554,10,2,265,136,46,448,94,643
3.61E+11,40.7128,-74.006,1777,1085,692,1695,44,8,7,0,12,11,1732,45,2,468,625,17,791,43,861
3.61E+11,40.7128,-74.006,758,398,360,731,9,1,2,0,6,9,743,15,2,311,20,16,344,148,522
3.61E+11,40.7128,-74.006,1588,810,778,1571,4,3,1,0,0,9,1579,9,3,492,81,276,608,107,1564
3.61E+11,40.7128,-74.006,970,508,462,958,4,2,1,0,1,4,960,10,2,434,724,44,728,49,873
3.61E+11,40.7128,-74.006,1288,662,626,1251,7,1,5,0,8,16,1244,44,2,530,44,209,712,489,906
3.61E+11,40.7128,-74.006,678,357,321,646,1,1,13,0,6,11,668,10,2,280,30,95,383,44,570
,40.54798245,-73.67536464,,,,,,,,,,,,,,,,,,,
,40.72248985,-73.88973956,,,,,,,,,,,,,,,,,,,
,40.89923309,-73.6067727,,,,,,,,,,,,,,,,,,,
,40.6467048,-73.94482591,,,,,,,,,,,,,,,,,,,
,40.73156577,-73.93240681,,,,,,,,,,,,,,,,,,,
,40.89741672,-73.87355755,,,,,,,,,,,,,,,,,,,
,40.58885143,-73.63049185,,,,,,,,,,,,,,,,,,,
,40.68831693,-73.51663735,,,,,,,,,,,,,,,,,,,
,40.74066356,-73.53831227,,,,,,,,,,,,,,,,,,,
,40.68833763,-73.66686376,,,,,,,,,,,,,,,,,,,
,40.76767046,-73.71782596,,,,,,,,,,,,,,,,,,,
,40.66236466,-73.92513773,,,,,,,,,,,,,,,,,,,
,40.52608032,-73.58450071,,,,,,,,,,,,,,,,,,,
,40.86853718,-73.99752931,,,,,,,,,,,,,,,,,,,
,40.73106102,-73.92756557,,,,,,,,,,,,,,,,,,,
,40.54954799,-73.80637336,,,,,,,,,,,,,,,,,,,
,40.6277646,-73.54041827,,,,,,,,,,,,,,,,,,,
,40.77299534,-73.60505043,,,,,,,,,,,,,,,,,,,
,40.77916491,-73.50299096,,,,,,,,,,,,,,,,,,,
,40.85189456,-73.73681959,,,,,,,,,,,,,,,,,,,
,40.58706713,-73.60780948,,,,,,,,,,,,,,,,,,,
,40.69643502,-73.57593439,,,,,,,,,,,,,,,,,,,
,40.72555359,-73.41466105,,,,,,,,,,,,,,,,,,,
,40.76945306,-73.52662187,,,,,,,,,,,,,,,,,,,
,40.71024765,-73.60498103,,,,,,,,,,,,,,,,,,,
,40.71971131,-73.87848331,,,,,,,,,,,,,,,,,,,
,40.55288936,-73.73910358,,,,,,,,,,,,,,,,,,,
,40.85657788,-73.66702307,,,,,,,,,,,,,,,,,,,
,40.57987291,-73.66904081,,,,,,,,,,,,,,,,,,,
,40.55693273,-73.61310621,,,,,,,,,,,,,,,,,,,
,40.89635633,-73.73852104,,,,,,,,,,,,,,,,,,,
,40.50899344,-73.46954124,,,,,,,,,,,,,,,,,,,
,40.77337974,-73.45778828,,,,,,,,,,,,,,,,,,,
,40.88591785,-73.92027132,,,,,,,,,,,,,,,,,,,
,40.71172567,-73.92453688,,,,,,,,,,,,,,,,,,,
,40.88365562,-73.89624727,,,,,,,,,,,,,,,,,,,
,40.77434127,-73.65397373,,,,,,,,,,,,,,,,,,,
,40.76113683,-73.81893403,,,,,,,,,,,,,,,,,,,
,40.89127452,-73.55662869,,,,,,,,,,,,,,,,,,,
,40.58229371,-73.89905475,,,,,,,,,,,,,,,,,,,
,40.54221532,-73.43691767,,,,,,,,,,,,,,,,,,,
,40.82513142,-73.92157452,,,,,,,,,,,,,,,,,,,
,40.53960724,-73.49646766,,,,,,,,,,,,,,,,,,,
,40.83856254,-73.47863873,,,,,,,,,,,,,,,,,,,
,40.51021619,-73.66329413,,,,,,,,,,,,,,,,,,,
,40.53961098,-73.72566875,,,,,,,,,,,,,,,,,,,
,40.61098645,-73.80196135,,,,,,,,,,,,,,,,,,,
,40.82959558,-73.49295552,,,,,,,,,,,,,,,,,,,
,40.59776625,-73.45045932,,,,,,,,,,,,,,,,,,,
,40.68420949,-73.93382566,,,,,,,,,,,,,,,,,,,
,40.59787644,-73.51868936,,,,,,,,,,,,,,,,,,,
,40.70418146,-73.96858806,,,,,,,,,,,,,,,,,,,
,40.7952518,-73.6889958,,,,,,,,,,,,,,,,,,,
,40.53280017,-73.42254564,,,,,,,,,,,,,,,,,,,
,40.77261242,-73.58995779,,,,,,,,,,,,,,,,,,,
,40.55733393,-73.96732821,,,,,,,,,,,,,,,,,,,
,40.62068627,-73.48614529,,,,,,,,,,,,,,,,,,,
,40.59922676,-73.64865043,,,,,,,,,,,,,,,,,,,
,40.59681523,-73.43124231,,,,,,,,,,,,,,,,,,,
,40.50591342,-73.76168479,,,,,,,,,,,,,,,,,,,
,40.65239553,-73.51650716,,,,,,,,,,,,,,,,,,,
,40.62899598,-73.75995155,,,,,,,,,,,,,,,,,,,
,40.50965277,-73.89528574,,,,,,,,,,,,,,,,,,,
,40.63929171,-73.68425318,,,,,,,,,,,,,,,,,,,
,40.56898639,-73.75340679,,,,,,,,,,,,,,,,,,,
,40.66735236,-73.66658386,,,,,,,,,,,,,,,,,,,
,40.69856534,-73.69494733,,,,,,,,,,,,,,,,,,,
,40.73996923,-73.92775232,,,,,,,,,,,,,,,,,,,
,40.74311417,-73.92384717,,,,,,,,,,,,,,,,,,,
,40.84600321,-73.65361151,,,,,,,,,,,,,,,,,,,
,40.77371381,-73.5379084,,,,,,,,,,,,,,,,,,,
,40.50827696,-73.67797851,,,,,,,,,,,,,,,,,,,
,40.69723669,-73.85051499,,,,,,,,,,,,,,,,,,,
,40.51368985,-73.47198774,,,,,,,,,,,,,,,,,,,
,40.81562317,-73.49138596,,,,,,,,,,,,,,,,,,,
,40.83279626,-73.50556078,,,,,,,,,,,,,,,,,,,
,40.85136259,-73.67214665,,,,,,,,,,,,,,,,,,,
,40.69328735,-73.40066038,,,,,,,,,,,,,,,,,,,
,40.57557254,-73.69418252,,,,,,,,,,,,,,,,,,,
,40.5207339,-73.74007579,,,,,,,,,,,,,,,,,,,
,40.73564111,-73.84688471,,,,,,,,,,,,,,,,,,,
,40.87838386,-73.90892536,,,,,,,,,,,,,,,,,,,
,40.78766707,-73.46047865,,,,,,,,,,,,,,,,,,,
,40.75992346,-73.59397196,,,,,,,,,,,,,,,,,,,
,40.69370822,-73.40514629,,,,,,,,,,,,,,,,,,,
,40.64328308,-73.61539072,,,,,,,,,,,,,,,,,,,
,40.86496581,-73.58798548,,,,,,,,,,,,,,,,,,,
,40.82737687,-73.55374408,,,,,,,,,,,,,,,,,,,
,40.65027024,-73.43742587,,,,,,,,,,,,,,,,,,,
,40.76238417,-73.75875501,,,,,,,,,,,,,,,,,,,
,40.89331301,-73.52169693,,,,,,,,,,,,,,,,,,,
,40.67842088,-73.42605529,,,,,,,,,,,,,,,,,,,
,40.82084055,-73.62219436,,,,,,,,,,,,,,,,,,,
,40.64154313,-73.85458192,,,,,,,,,,,,,,,,,,,
,40.70507429,-73.61514252,,,,,,,,,,,,,,,,,,,
,40.89389767,-73.64068754,,,,,,,,,,,,,,,,,,,
,40.54815682,-73.85819522,,,,,,,,,,,,,,,,,,,
,40.52453035,-73.62055871,,,,,,,,,,,,,,,,,,,
,40.63771486,-73.96777599,,,,,,,,,,,,,,,,,,,
,40.82004552,-73.84647209,,,,,,,,,,,,,,,,,,,
,40.80186335,-73.96488301,,,,,,,,,,,,,,,,,,,
,40.63731345,-73.88413165,,,,,,,,,,,,,,,,,,,
,40.89072592,-73.41082804,,,,,,,,,,,,,,,,,,,
,40.66027014,-73.8628893,,,,,,,,,,,,,,,,,,,
,40.85751059,-73.50893032,,,,,,,,,,,,,,,,,,,
,40.71692569,-73.79101389,,,,,,,,,,,,,,,,,,,
,40.67099917,-73.91384422,,,,,,,,,,,,,,,,,,,
,40.69109873,-73.95820387,,,,,,,,,,,,,,,,,,,
,40.84808367,-73.99366918,,,,,,,,,,,,,,,,,,,
,40.73935334,-73.67776904,,,,,,,,,,,,,,,,,,,
,40.53640069,-73.99597992,,,,,,,,,,,,,,,,,,,
,40.63025245,-73.59201934,,,,,,,,,,,,,,,,,,,
,40.79876729,-73.73936081,,,,,,,,,,,,,,,,,,,
,40.72440779,-73.70580922,,,,,,,,,,,,,,,,,,,
,40.80070403,-73.864656,,,,,,,,,,,,,,,,,,,
,40.81632132,-73.98133115,,,,,,,,,,,,,,,,,,,
,40.83899182,-73.60766376,,,,,,,,,,,,,,,,,,,
,40.52897092,-73.88367724,,,,,,,,,,,,,,,,,,,
,40.87945002,-73.81806824,,,,,,,,,,,,,,,,,,,
,40.63151306,-73.53022397,,,,,,,,,,,,,,,,,,,
,40.50808729,-73.90207951,,,,,,,,,,,,,,,,,,,
,40.57354781,-73.66601529,,,,,,,,,,,,,,,,,,,
,40.80633218,-73.62861313,,,,,,,,,,,,,,,,,,,
,40.78337094,-73.67841918,,,,,,,,,,,,,,,,,,,
,40.65607793,-73.9710148,,,,,,,,,,,,,,,,,,,
,40.88459819,-73.46103024,,,,,,,,,,,,,,,,,,,
,40.70985181,-73.88470858,,,,,,,,,,,,,,,,,,,
,40.52650264,-73.43737617,,,,,,,,,,,,,,,,,,,
,40.78230202,-73.42479065,,,,,,,,,,,,,,,,,,,
,40.89128322,-73.98222116,,,,,,,,,,,,,,,,,,,
,40.69084135,-73.8397414,,,,,,,,,,,,,,,,,,,
,40.72149269,-73.74664696,,,,,,,,,,,,,,,,,,,
,40.52734213,-73.8436418,,,,,,,,,,,,,,,,,,,
,40.54314069,-73.71531539,,,,,,,,,,,,,,,,,,,
,40.82570194,-73.45747501,,,,,,,,,,,,,,,,,,,
,40.72202587,-73.90226175,,,,,,,,,,,,,,,,,,,
,40.83130075,-73.59909822,,,,,,,,,,,,,,,,,,,
,40.89347642,-73.70790509,,,,,,,,,,,,,,,,,,,
,40.83654219,-73.87097346,,,,,,,,,,,,,,,,,,,
,40.85599713,-73.64101852,,,,,,,,,,,,,,,,,,,
,40.85932652,-73.74597681,,,,,,,,,,,,,,,,,,,
,40.77592759,-73.66060075,,,,,,,,,,,,,,,,,,,
,40.56388925,-73.71040034,,,,,,,,,,,,,,,,,,,
,40.75387372,-73.72604665,,,,,,,,,,,,,,,,,,,
,40.80318194,-73.54522895,,,,,,,,,,,,,,,,,,,
,40.53066257,-73.43462958,,,,,,,,,,,,,,,,,,,
,40.70973703,-73.5664351,,,,,,,,,,,,,,,,,,,
,40.52640866,-73.78497987,,,,,,,,,,,,,,,,,,,
,40.8931025,-73.68280645,,,,,,,,,,,,,,,,,,,
,40.78525539,-73.52031775,,,,,,,,,,,,,,,,,,,
,40.52663071,-73.46059877,,,,,,,,,,,,,,,,,,,
,40.53917756,-73.92616036,,,,,,,,,,,,,,,,,,,
,40.87461589,-73.99844504,,,,,,,,,,,,,,,,,,,
,40.84472892,-73.84229501,,,,,,,,,,,,,,,,,,,
,40.71904952,-73.58706649,,,,,,,,,,,,,,,,,,,
,40.79239752,-73.74283927,,,,,,,,,,,,,,,,,,,
,40.70155701,-73.73963288,,,,,,,,,,,,,,,,,,,
,40.5888604,-73.89632146,,,,,,,,,,,,,,,,,,,
,40.67704314,-73.51126932,,,,,,,,,,,,,,,,,,,
,40.66972558,-73.41724495,,,,,,,,,,,,,,,,,,,
,40.68460508,-73.7027267,,,,,,,,,,,,,,,,,,,
,40.56599317,-73.99127194,,,,,,,,,,,,,,,,,,,
,40.86569612,-73.65182767,,,,,,,,,,,,,,,,,,,
,40.64452796,-73.66819032,,,,,,,,,,,,,,,,,,,
,40.80152593,-73.69116427,,,,,,,,,,,,,,,,,,,
,40.76996039,-73.45967536,,,,,,,,,,,,,,,,,,,
,40.57033807,-73.86982779,,,,,,,,,,,,,,,,,,,
,40.65215665,-73.5547553,,,,,,,,,,,,,,,,,,,
,40.89030924,-73.85910233,,,,,,,,,,,,,,,,,,,
,40.84984625,-73.94165048,,,,,,,,,,,,,,,,,,,
,40.53523104,-73.69503028,,,,,,,,,,,,,,,,,,,
