"DOHREGION,C,12",LATITUDE,LONGITUDE,"POP_TOT,N,31,15","F_TOT,N,31,15","M_TOT,N,31,15","W_TOT,N,31,15","B_TOT,N,31,15","AI_TOT,N,31,15","A_TOT,N,31,15","PI_TOT,N,31,15","O_TOT,N,31,15","MU_TOT,N,31,15","NH_TOT,N,31,15","H_TOT,N,31,15","HH_SIZE,N,31,15","HU_OCC,N,31,15","HU_VAC,N,31,15","TOT_LT_HS,N,31,15","TOT_HSPLUS,N,31,15","POVUNDER,N,31,15","POVOVER,N,31,15"
3.61E+11,40.864258,-73.89,1313,712,601,316,183,39,29,0,588,158,203,1110,3,454,20,452,668,248,1421
3.61E+11,40.866288,-73.89,1966,1037,929,621,284,42,29,5,828,157,230,1736,3,661,12,680,721,730,1527
3.61E+11,40.863695,-73.89,1450,711,739,365,147,30,5,0,810,93,88,1362,3,434,13,571,805,241,1460
3.61E+11,40.866396,-73.89,1929,1058,871,535,192,43,74,0,951,134,237,1692,3,652,10,526,621,621,1187
3.61E+11,40.866955,-73.89,1912,992,920,639,184,34,39,0,896,120,323,1589,3,651,22,448,814,189,1602
3.61E+11,40.864954,-73.89,1776,951,825,456,244,54,12,0,898,112,132,1644,3,532,14,490,586,190,1722
3.61E+11,40.867609,-73.89,1870,958,912,1127,127,13,82,0,403,118,1049,821,2,918,51,69,1243,175,1559
3.61E+11,40.866652,-73.89,1402,696,706,620,142,16,65,0,473,86,507,895,2,619,27,612,926,356,1723
3.61E+11,40.867404,-73.89,1910,1026,884,874,213,26,52,1,581,163,638,1272,2,829,44,411,1166,338,1871
3.61E+11,40.861027,-73.89,2762,1625,1137,538,1081,32,22,4,865,220,915,1847,2,1129,5,687,1082,1206,1835
3.61E+11,40.864464,-73.89,1072,577,495,341,104,12,4,1,541,69,68,1004,3,349,10,223,428,188,738
3.61E+11,40.868436,-73.89,1446,785,661,474,162,20,32,0,639,119,294,1152,3,541,22,280,718,494,809
3.61E+11,40.871972,-73.89,1637,849,788,1109,142,15,73,6,205,87,1148,489,2,834,49,71,1552,139,2045
3.61E+11,40.87472,-73.89,3191,1933,1258,570,1423,38,33,5,940,182,1235,1956,2,1361,21,555,1324,1088,2369
3.61E+11,40.875272,-73.89,1268,675,593,438,198,20,25,1,508,78,317,951,2,519,34,142,537,78,756
3.61E+11,40.876436,-73.89,2234,1186,1048,694,340,24,25,2,1000,149,321,1913,3,781,40,369,898,461,1377
3.61E+11,40.87667,-73.89,1770,981,789,412,620,9,25,0,591,113,685,1085,3,697,30,312,718,586,1635
3.61E+11,40.759,-73.985,3570,1842,1728,2695,105,3,583,5,68,111,3315,255,2,1867,124,69,2559,378,2953
3.61E+11,40.759,-73.985,4139,2149,1990,3284,82,1,556,2,56,158,3830,309,2,1905,251,40,2586,158,3255
3.61E+11,40.759,-73.985,1100,565,535,664,41,0,346,0,12,37,1027,73,2,565,74,27,903,30,1289
3.61E+11,40.759,-73.985,1284,672,612,891,27,0,317,0,10,39,1195,89,2,707,369,31,1178,147,1274
3.61E+11,40.759,-73.985,431,214,217,291,24,1,105,0,4,6,385,46,2,242,54,12,232,0,244
36061DOH0001,40.759,-73.985,2875,1441,1434,1889,89,7,677,1,69,143,2599,276,2,1278,351,74,1902,47,2512
36061DOH0002,40.759,-73.985,731,327,404,578,24,2,88,0,13,26,681,50,2,386,712,0,436,11,468
36061DOH0003,40.759,-73.985,8109,4212,3897,5696,273,12,1680,2,176,270,7523,586,2,4837,610,70,3721,541,4544
36061DOH0004,40.759,-73.985,7476,3773,3703,5319,252,6,1442,7,156,294,6910,566,2,3352,417,0,3693,510,4910
36061DOH0005,40.759,-73.985,2168,1027,1141,1007,52,6,915,0,123,65,1848,320,2,956,61,433,1373,269,2173
36061DOH0006,40.759,-73.985,2574,1247,1327,467,48,2,1939,0,59,59,2432,142,3,898,51,947,638,480,1552
36061DOH0007,40.759,-73.985,1873,1073,800,405,486,7,605,0,280,90,1021,852,3,660,2,776,553,1160,899
36061DOH0008,40.759,-73.985,2086,1037,1049,1401,75,11,342,8,163,86,1640,446,2,1223,96,220,982,182,1346
36061DOH0009,40.759,-73.985,1377,723,654,958,67,4,262,0,53,33,1189,188,2,711,40,196,1340,221,1627
36061DOH0010,40.759,-73.985,2520,1259,1261,2254,40,4,133,0,18,71,2449,71,2,1045,124,0,1939,38,2511
36061DOH0011,40.759,-73.985,3414,1711,1703,2476,131,5,449,4,216,133,2825,589,2,1948,115,127,2352,541,2804
36061DOH0012,40.759,-73.985,1715,849,866,1484,39,2,121,0,17,52,1598,117,2,987,90,90,1123,147,1348
36061DOH0013,40.759,-73.985,2736,1344,1392,2055,91,7,433,0,61,89,2521,215,2,1526,64,226,1626,429,1910
36061DOH0014,40.759,-73.985,3745,1987,1758,2848,107,4,572,3,73,138,3471,274,2,1472,89,69,1551,294,1849
36061DOH0015,40.759,-73.985,16538,9364,7174,12772,699,31,2264,5,224,543,15332,1206,2,8289,456,414,12943,1496,15732
36061DOH0016,40.759,-73.985,1502,896,606,990,81,2,315,2,43,69,1324,178,2,544,37,44,990,239,905
36061DOH0017,40.759,-73.985,2449,1300,1149,1855,63,2,417,0,32,80,2284,165,2,1062,166,0,1211,200,1373
36061DOH0018,40.759,-73.985,3031,1582,1449,2315,71,4,455,1,72,113,2827,204,2,1544,170,12,1804,270,1766
36061DOH0019,40.759,-73.985,1778,893,885,1607,38,1,82,0,20,30,1688,90,2,1131,105,37,1297,207,1401
36061DOH0020,40.759,-73.985,2032,1115,917,1679,36,1,232,2,27,55,1916,116,2,1253,155,17,1496,117,1810
36061DOH0021,40.759,-73.985,1611,815,796,1437,26,3,88,0,13,44,1521,90,2,1067,111,61,1522,155,1635
36061DOH0022,40.759,-73.985,3150,1832,1318,2494,98,4,460,1,24,69,2980,170,2,1725,206,0,2288,328,2484
36061DOH0023,40.759,-73.985,2277,1210,1067,1232,75,4,866,1,36,63,2130,147,2,1433,184,247,1398,346,1983
36061DOH0024,40.759,-73.985,2298,1195,1103,1587,90,3,508,0,37,73,2162,136,2,1296,172,9,1956,106,2156
36061DOH0025,40.759,-73.985,2164,1072,1092,1928,34,0,103,0,30,69,2047,117,2,1370,142,33,1891,204,2262
36061DOH0026,40.759,-73.985,1770,839,931,1398,50,10,136,0,101,75,1420,350,2,1067,116,177,1134,392,1332
36061DOH0027,40.753168,-73.85,1895,940,955,915,102,2,800,0,28,48,1783,112,2,1119,179,79,1191,317,1321
36061DOH0028,40.750231,-73.967648,1905,1029,876,1341,66,2,401,0,20,75,1763,142,2,1244,117,10,1449,27,1811
36061DOH0029,40.759,-73.985,2035,961,1074,1646,61,7,207,0,45,69,1793,242,2,1325,89,132,1865,58,2321
36061DOH0030,40.759,-73.985,2195,1144,1051,1511,33,4,548,3,37,59,2061,134,2,1435,171,79,1639,54,1954
36061DOH0031,40.759,-73.985,1964,1150,814,1502,62,2,317,0,29,52,1835,129,1,1413,235,0,1490,148,1790
36061DOH0032,40.759,-73.985,1362,600,762,1154,51,1,78,0,25,53,1242,120,2,824,113,34,1153,34,1252
36061DOH0033,40.755843,-73.85,228,105,123,162,8,0,45,0,12,1,208,20,2,145,170,10,104,10,104
36061DOH0034,40.759,-73.985,3040,1796,1244,2404,106,5,375,1,43,106,2772,268,2,1057,192,83,1397,115,1696
36061DOH0035,40.750252,-73.85,2306,1204,1102,1009,426,13,456,1,289,112,1543,763,2,1184,76,409,1438,903,1707
36061DOH0036,40.758065,-73.985,1992,1005,987,1490,115,4,301,2,32,48,1825,167,2,1191,173,35,1502,98,1635
36061DOH0037,40.760124,-73.985,3330,1706,1624,2493,38,2,683,0,19,95,3153,177,2,1624,218,98,2378,29,3365
36061DOH0038,40.755249,-73.85,1827,914,913,1205,191,4,245,0,120,62,1481,346,1,1176,208,66,1487,103,1685
36061DOH0039,40.763863,-73.960422,2239,1250,989,1950,22,0,178,0,36,53,2089,150,2,1333,187,14,1970,268,2085
36061DOH0040,40.766018,-73.95583,2686,1414,1272,1976,100,7,480,0,30,93,2500,186,2,1183,118,0,2063,237,2690
36061DOH0041,40.759838,-73.985,2719,1261,1458,1442,153,11,937,1,97,78,2445,274,2,1737,418,139,1719,303,1808
36061DOH0042,40.762262,-73.85,2060,946,1114,1343,79,10,456,0,104,68,1721,339,2,1289,211,235,1633,224,1998
36061DOH0043,40.867,-73.891,1277,685,592,1091,50,0,81,0,28,27,1169,108,2,739,99,46,1105,75,1296
36061DOH0044,40.867,-73.891,2344,1341,1003,1998,72,2,167,0,31,74,2175,169,2,1444,109,13,1651,35,2086
36061DOH0045,40.867,-73.891,3309,1769,1540,2351,187,5,547,1,120,98,2908,401,2,1402,205,11,2286,603,1974
36061DOH0046,40.867,-73.891,1971,1079,892,1505,84,1,281,9,43,48,1827,144,2,1136,197,114,1198,180,1386
36061DOH0047,40.867,-73.891,2153,1180,973,1760,47,5,232,0,42,67,1958,195,1,1483,173,88,2054,165,2339
36061DOH0048,40.867,-73.891,2160,1207,953,1702,58,6,302,0,54,38,1985,175,2,1187,63,34,1543,26,2030
36061DOH0049,40.867,-73.891,2205,1183,1022,1829,87,2,211,0,28,48,2062,143,2,1213,97,14,1548,28,1847
36061DOH0050,40.867,-73.891,1643,918,725,1171,95,0,246,0,67,64,1416,227,2,949,83,88,1332,238,1499
36061DOH0051,40.867,-73.891,2332,1260,1072,773,544,15,253,2,628,117,1065,1267,3,885,31,523,1168,497,1799
36061DOH0052,40.867,-73.891,2921,1529,1392,853,668,35,495,4,705,161,1273,1648,3,1113,34,700,1470,487,2620
36061DOH0053,40.867,-73.891,2275,1038,1237,824,374,23,180,0,762,112,851,1424,2,948,78,748,1032,731,2083
36061DOH0054,40.867,-73.891,1647,809,838,575,242,38,107,0,596,89,490,1157,2,664,68,343,804,589,1148
36061DOH0055,40.867,-73.891,2943,1568,1375,2430,128,5,164,3,147,66,2594,349,2,1358,103,84,1655,89,2200
36061DOH0056,40.867,-73.891,2713,1366,1347,1137,690,64,93,2,558,169,1105,1608,2,1111,147,838,1815,1238,2670
36061DOH0057,40.867,-73.891,2847,761,2086,951,1240,35,77,3,395,146,1704,1143,2,528,61,1270,1864,2552,833
36061DOH0058,40.867,-73.891,2675,1408,1267,944,663,50,149,1,668,200,986,1689,3,979,56,382,751,780,1367
36061DOH0059,40.867,-73.891,2242,1180,1062,634,755,41,60,0,647,105,948,1294,2,857,53,577,926,731,1765
36061DOH0060,40.867,-73.891,1659,813,846,1249,109,5,134,0,103,59,1346,313,2,920,191,63,1502,216,1758
36061DOH0061,40.867,-73.891,3815,2111,1704,679,2303,48,87,4,499,195,2576,1239,2,1340,21,860,1535,1518,1790
36061DOH0062,40.867,-73.891,2632,1268,1364,854,847,38,110,1,660,122,1189,1443,2,1168,117,780,1338,1331,1902
36061DOH0063,40.867,-73.891,3584,2059,1525,879,1740,84,84,3,560,234,1613,1971,3,1289,41,1130,1188,1877,2015
36061DOH0064,40.800227,-73.89,2386,1290,1096,1084,484,21,149,2,494,152,1311,1075,2,1044,87,256,1594,889,1753
36061DOH0065,40.79985,-73.936059,1693,776,917,545,396,41,69,2,545,95,631,1062,2,646,94,560,864,1168,1113
36061DOH0066,40.80621,-73.89,2372,1148,1224,1428,282,9,485,2,58,108,2071,301,2,606,26,101,831,224,1021
36061DOH0067,40.804164,-73.89,1914,975,939,410,1145,6,156,0,134,63,1563,351,2,980,205,214,1129,173,1620
36061DOH0068,40.805481,-73.89,3474,1821,1653,2153,365,7,682,3,98,166,3018,456,2,833,54,163,1575,680,1040
36061DOH0069,40.804356,-73.89,1767,900,867,407,1005,13,43,6,182,111,1415,352,3,703,115,298,1276,350,1980
36061DOH0070,40.808669,-73.89,3633,1954,1679,2015,378,10,881,3,131,215,3121,512,2,721,36,16,1100,310,755
36061DOH0071,40.815175,-73.89,3027,1508,1519,1956,248,20,564,4,114,121,2619,408,2,1194,48,177,1556,155,1921
36061DOH0072,40.813419,-73.89,1619,955,664,138,1318,2,71,0,26,64,1502,117,1,1049,74,159,943,102,1219
36061DOH0073,40.813589,-73.89,2290,1180,1110,456,1323,31,48,0,305,127,1588,702,2,853,92,426,1063,1049,1296
36061DOH0074,40.813608,-73.89,3068,1677,1391,282,2298,15,25,2,348,98,2380,688,2,1220,62,621,1406,926,2156
36061DOH0075,40.817341,-73.89,819,431,388,131,579,2,32,0,37,38,730,89,2,420,42,89,588,87,935
36061DOH0076,40.816904,-73.89,3181,1631,1550,729,1020,51,54,0,1090,237,950,2231,3,1000,122,703,1330,1000,1915
36061DOH0077,40.806153,-73.89,1845,1025,820,406,1113,20,54,0,189,63,1411,434,2,781,77,178,1208,440,1759
36061DOH0078,40.829049,-73.89,2015,1064,951,371,945,11,21,0,516,151,1066,949,3,726,75,368,756,801,1399
36061DOH0079,40.823781,-73.89,3520,2156,1364,48,3307,16,7,0,67,75,3245,275,2,1772,56,327,2835,721,3300
36061DOH0080,40.768055,-73.944999,1938,781,1157,1055,485,3,219,2,97,77,1580,358,2,480,29,551,811,281,570
36061DOH0081,40.832286,-73.89,2371,1204,1167,454,1092,25,41,2,629,128,1220,1151,2,1007,84,741,1043,691,1792
36061DOH0082,40.837131,-73.89,2298,1125,1173,556,768,67,22,0,748,137,629,1669,3,664,31,733,902,776,1577
36061DOH0083,40.832034,-73.89,7370,4243,3127,874,4504,50,144,0,1459,339,4203,3167,3,2581,17,1559,2124,3276,4054
36061DOH0084,40.807577,-73.89,2827,1510,1317,811,1564,22,105,0,184,141,2342,485,2,1172,142,190,1630,542,2398
36061DOH0085,40.823354,-73.89,3496,1836,1660,725,1821,28,204,0,546,172,2357,1139,2,1469,337,413,1522,831,2026
36061DOH0086,40.845967,-73.89,1518,766,752,462,154,23,16,0,715,148,115,1403,3,464,14,549,746,314,1366
36061DOH0087,40.84961,-73.89,2257,1113,1144,709,274,41,22,1,1021,189,341,1916,3,714,29,710,997,666,2023
36061DOH0088,40.855736,-73.89,3460,1826,1634,851,354,62,26,1,1855,311,268,3192,3,1064,44,967,1252,1005,2378
36061DOH0089,40.855968,-73.89,2537,1372,1165,687,246,43,18,0,1303,240,222,2315,3,755,25,498,794,939,1576
36061DOH0090,40.859103,-73.89,4082,2222,1860,1590,604,38,221,2,1290,337,1515,2567,2,1769,86,801,2401,987,3495
36061DOH0091,40.864416,-73.89,2591,1335,1256,1167,224,31,76,0,888,205,901,1690,2,1048,53,262,1434,635,1767
36061DOH0092,40.872196,-73.89,1920,1009,911,1047,175,14,57,0,518,109,926,994,2,785,67,141,1447,478,1404
36061DOH0093,40.869971,-73.89,2307,1209,1098,1412,186,8,105,0,435,161,1356,951,2,1165,80,138,1503,113,1919
36061DOH0094,40.870833,-73.89,1797,912,885,1233,195,4,67,0,201,97,1319,478,2,927,39,31,1292,179,1534
3.61E+11,40.6782,-73.9442,1108,561,547,1033,32,19,5,0,2,17,1093,15,2,462,27,90,699,96,1025
3.61E+11,40.6782,-73.9442,617,294,323,552,38,10,11,0,0,6,611,6,3,244,14,21,475,72,628
3.61E+11,40.6782,-73.9442,1143,620,523,928,150,18,4,5,9,29,1106,37,3,450,41,27,623,279,961
3.61E+11,40.6782,-73.9442,751,401,350,684,41,2,10,1,2,11,742,9,2,313,37,0,503,0,735
3.61E+11,40.6782,-73.9442,562,315,247,28,500,1,0,0,3,30,551,11,2,254,87,110,303,510,436
3.61E+11,40.6782,-73.9442,1213,642,571,1028,120,23,6,0,9,27,1186,27,2,579,34,151,800,66,1126
3.61E+11,40.6782,-73.9442,695,372,323,370,265,20,2,0,2,36,676,19,2,295,33,140,620,189,1180
3.61E+11,40.6782,-73.9442,868,438,430,273,498,15,1,0,19,62,831,37,2,347,124,68,262,139,345
3.61E+11,40.6782,-73.9442,1168,606,562,537,520,35,14,0,4,58,1118,50,2,673,129,362,517,646,629
3.61E+11,40.6782,-73.9442,1106,576,530,727,296,33,3,0,4,43,1063,43,2,425,204,213,742,241,850
3.61E+11,40.6782,-73.9442,590,283,307,218,330,17,0,0,4,21,551,39,3,218,89,78,223,223,256
3.61E+11,40.6782,-73.9442,849,425,424,303,477,16,0,0,11,42,815,34,3,339,93,97,380,534,250
3.61E+11,40.6782,-73.9442,789,430,359,514,213,7,11,0,10,34,762,27,2,312,10,0,388,27,527
3.61E+11,40.6782,-73.9442,704,368,336,308,343,5,2,3,8,35,671,33,3,250,45,43,320,163,703
3.61E+11,40.6782,-73.9442,670,364,306,330,273,7,0,0,11,49,638,32,2,280,61,67,201,274,212
3.61E+11,40.6782,-73.9442,831,426,405,586,158,36,19,0,7,25,798,33,1,566,39,220,464,313,522
3.61E+11,40.6782,-73.9442,950,514,436,365,474,38,2,0,17,54,903,47,2,394,133,163,490,372,511
3.61E+11,40.6782,-73.9442,829,449,380,712,55,10,16,0,10,26,811,18,2,400,28,120,489,122,735
3.61E+11,40.6782,-73.9442,782,406,376,557,143,15,31,0,8,28,750,32,2,380,43,98,372,287,349
3.61E+11,40.6782,-73.9442,473,229,244,352,57,11,22,0,4,27,448,25,2,294,150,42,178,110,148
3.61E+11,40.6782,-73.9442,1118,579,539,493,409,60,70,0,9,77,1064,54,2,515,342,183,602,410,822
3.61E+11,40.6782,-73.9442,1091,589,502,696,254,37,33,0,13,58,1051,40,2,581,88,258,391,148,677
3.61E+11,40.6782,-73.9442,766,399,367,644,83,8,9,2,2,18,737,29,2,363,47,89,520,0,738
3.61E+11,40.6782,-73.9442,687,350,337,520,115,14,3,0,6,29,671,16,2,302,43,61,486,103,594
3.61E+11,40.6782,-73.9442,521,263,258,364,95,21,0,0,14,27,485,36,2,256,45,70,252,181,395
3.61E+11,40.6782,-73.9442,668,346,322,425,147,21,0,1,5,69,651,17,2,290,61,77,318,261,404
3.61E+11,40.6782,-73.9442,660,306,354,405,171,16,4,0,13,51,622,38,2,313,135,73,306,100,325
3.61E+11,40.6782,-73.9442,617,333,284,535,54,8,2,0,4,14,601,16,2,269,19,48,401,35,528
3.61E+11,40.6782,-73.9442,628,334,294,354,237,11,1,2,1,22,618,10,2,280,32,92,417,63,700
3.61E+11,40.6782,-73.9442,929,513,416,578,250,24,2,0,15,60,899,30,2,392,71,134,361,241,627
3.61E+11,40.6782,-73.9442,600,314,286,539,33,6,9,0,2,11,587,13,2,285,8,54,543,413,387
3.61E+11,40.6782,-73.9442,862,456,406,797,19,14,20,0,0,12,851,11,2,359,16,52,555,10,937
3.61E+11,40.6782,-73.9442,938,473,465,774,70,22,28,0,15,29,912,26,2,397,24,130,423,133,646
3.61E+11,40.6782,-73.9442,1095,572,523,983,45,21,14,0,7,25,1073,22,2,475,58,63,675,313,757
3.61E+11,40.6782,-73.9442,659,341,318,610,1,6,13,0,2,27,646,13,2,279,14,49,285,46,486
3.61E+11,40.6782,-73.9442,964,490,474,852,40,14,24,0,8,26,950,14,2,467,28,202,764,221,913
3.61E+11,40.6782,-73.9442,857,456,401,783,19,15,8,1,5,26,843,14,2,381,9,25,733,150,839
3.61E+11,40.6782,-73.9442,1674,841,833,1587,40,10,10,0,2,25,1654,20,2,846,46,55,1129,46,1471
3.61E+11,40.6782,-73.9442,831,418,413,755,33,12,5,0,4,22,815,16,2,345,18,140,594,239,875
3.61E+11,40.6782,-73.9442,1300,666,634,1177,39,25,19,0,14,26,1263,37,2,562,46,90,813,172,1081
3.61E+11,40.6782,-73.9442,592,316,276,487,63,4,13,0,4,21,581,11,2,285,7,36,276,107,430
3.61E+11,40.6782,-73.9442,740,365,375,690,15,8,11,0,3,13,725,15,3,285,15,11,419,21,612
3.61E+11,40.6782,-73.9442,1192,635,557,1122,24,15,3,0,5,23,1175,17,2,511,21,69,876,128,1328
3.61E+11,40.6782,-73.9442,1264,660,604,1167,34,31,4,0,1,27,1251,13,2,559,17,103,796,106,1013
3.61E+11,40.6782,-73.9442,633,323,310,598,12,5,4,0,1,13,621,12,2,269,17,9,502,60,765
3.61E+11,40.6782,-73.9442,1389,680,709,1235,91,10,32,0,9,12,1363,26,2,658,26,70,791,114,1028
3.61E+11,40.6782,-73.9442,717,360,357,605,46,21,14,0,0,31,709,8,2,335,14,78,450,197,650
3.61E+11,40.6782,-73.9442,842,434,408,753,28,11,15,0,5,30,827,15,2,401,11,33,607,68,850
3.61E+11,40.6782,-73.9442,1631,832,799,1511,40,46,6,0,1,27,1612,19,2,655,32,254,1151,168,1790
3.61E+11,40.6782,-73.9442,707,384,323,657,17,17,2,0,0,14,697,10,2,295,32,67,391,58,562
3.61E+11,40.6782,-73.9442,2285,1163,1122,2122,81,18,21,0,6,37,2250,35,2,914,59,164,1595,172,2316
3.61E+11,40.6782,-73.9442,1766,922,844,1649,36,26,23,0,8,24,1743,23,2,852,108,138,1239,270,1621
3.61E+11,40.6782,-73.9442,1989,1061,928,1756,109,50,22,0,13,39,1930,59,2,889,100,134,732,378,1085
3.61E+11,40.6782,-73.9442,1162,587,575,1134,11,3,3,0,4,7,1156,6,3,436,15,22,751,25,1209
3.61E+11,40.6782,-73.9442,1720,879,841,1673,7,4,15,0,2,19,1694,26,3,631,19,13,1165,10,1559
3.61E+11,40.6782,-73.9442,1873,939,934,1830,10,4,11,0,8,10,1862,11,3,668,21,26,1244,106,1785
3.61E+11,40.6782,-73.9442,1642,814,828,1609,13,2,7,0,0,11,1630,12,3,609,23,140,1016,114,1465
3.61E+11,40.6782,-73.9442,705,335,370,675,10,2,0,0,3,15,690,15,2,293,20,51,413,0,697
3.61E+11,40.6782,-73.9442,1152,556,596,1089,25,8,7,0,1,22,1140,12,3,442,21,171,951,190,1401
3.61E+11,40.6782,-73.9442,2153,1098,1055,2034,27,14,59,2,2,15,2124,29,3,768,26,14,1092,0,1639
3.61E+11,40.6782,-73.9442,1515,795,720,1484,5,1,5,0,9,11,1505,10,3,582,18,38,923,81,1199
3.61E+11,40.6782,-73.9442,1258,645,613,1221,7,9,7,0,4,10,1254,4,3,475,21,92,935,13,1284
3.61E+11,40.6782,-73.9442,3093,1644,1449,2906,116,8,36,0,4,23,3041,52,3,1217,104,94,1721,205,2491
3.61E+11,40.6782,-73.9442,2055,1089,966,2003,16,6,20,0,5,5,2044,11,3,646,11,110,1477,0,2123
3.61E+11,40.6782,-73.9442,1516,795,721,1419,44,13,27,0,3,10,1505,11,2,731,132,117,962,126,1280
3.61E+11,40.6782,-73.9442,1325,669,656,1249,31,11,20,0,5,9,1288,37,2,613,27,85,800,103,1099
3.61E+11,40.6782,-73.9442,1140,657,483,1046,43,15,24,0,6,6,1125,15,2,647,25,174,860,100,1132
3.61E+11,40.6782,-73.9442,2205,1155,1050,2034,71,13,58,0,8,21,2152,53,3,766,17,88,1190,14,1701
3.61E+11,40.6782,-73.9442,1624,843,781,1578,14,5,12,5,3,7,1608,16,3,596,8,44,1213,6,1872
3.61E+11,40.6782,-73.9442,2020,1041,979,1984,6,2,8,0,1,19,1991,29,2,825,27,118,1268,95,1766
3.61E+11,40.6782,-73.9442,1707,870,837,1642,19,8,10,0,2,26,1676,31,2,740,33,38,1153,70,1581
3.61E+11,40.6782,-73.9442,1564,815,749,1530,8,4,3,2,2,15,1550,14,3,620,11,50,1149,104,1640
3.61E+11,40.6782,-73.9442,1125,620,505,1103,7,1,4,0,0,10,1102,23,2,609,20,197,608,53,857
3.61E+11,40.6782,-73.9442,1216,599,617,1177,10,1,6,0,3,19,1189,27,2,525,31,230,555,219,863
3.61E+11,40.6782,-73.9442,1371,686,685,1338,11,4,3,0,1,14,1353,18,2,574,22,194,845,129,1512
3.61E+11,40.6782,-73.9442,1750,898,852,1708,5,6,11,0,8,12,1727,23,2,749,21,100,1213,124,1580
3.61E+11,40.6782,-73.9442,2225,1104,1121,2139,15,12,3,0,5,51,2193,32,2,1018,109,259,1262,439,1762
3.61E+11,40.6782,-73.9442,657,325,332,623,8,4,0,0,3,19,633,24,2,291,22,72,392,8,605
3.61E+11,40.6782,-73.9442,1713,836,877,1654,6,7,14,0,15,17,1668,45,2,808,75,141,1046,311,1316
3.61E+11,40.6782,-73.9442,1376,717,659,1331,18,4,11,0,2,10,1347,29,2,617,49,47,814,98,1168
3.61E+11,40.6782,-73.9442,1048,511,537,972,9,13,8,0,10,36,1021,27,2,493,65,33,797,122,1175
3.61E+11,40.6782,-73.9442,414,181,233,385,11,5,6,0,2,5,402,12,1,335,30,73,240,156,195
3.61E+11,40.6782,-73.9442,627,324,303,595,8,6,7,0,7,4,619,8,2,302,13,28,564,75,668
3.61E+11,40.6782,-73.9442,2385,1206,1179,2333,14,3,8,3,6,18,2350,35,2,1015,38,100,1720,76,2283
3.61E+11,40.6782,-73.9442,2164,1195,969,1991,31,15,64,1,4,58,2110,54,2,1102,81,181,1382,516,1688
3.61E+11,40.6782,-73.9442,1817,944,873,1731,18,13,23,0,0,32,1784,33,2,799,36,74,1150,91,1567
3.61E+11,40.6782,-73.9442,2231,1143,1088,2132,39,5,17,0,7,31,2201,30,3,875,21,39,1523,66,2337
3.61E+11,40.6782,-73.9442,1160,591,569,1116,22,1,4,0,9,8,1134,26,3,434,17,90,629,18,933
3.61E+11,40.6782,-73.9442,1865,1031,834,1482,187,8,18,2,43,125,1704,161,2,748,37,154,922,631,1417
3.61E+11,40.6782,-73.9442,2144,889,1255,1892,200,14,12,0,4,22,2098,46,3,642,28,169,1777,54,1821
3.61E+11,40.6782,-73.9442,2033,1070,963,1885,84,7,16,0,3,38,2015,18,2,835,32,54,1409,129,2172
3.61E+11,40.6782,-73.9442,2226,1126,1100,2117,44,8,32,5,4,16,2201,25,3,854,38,57,1287,114,1668
3.61E+11,40.6782,-73.9442,2804,1364,1440,2441,199,4,44,0,24,92,2708,96,2,1231,64,249,1313,372,1897
3.61E+11,40.6782,-73.9442,2323,1177,1146,2228,46,4,15,0,4,26,2295,28,3,904,31,129,1171,201,1834
3.61E+11,40.6782,-73.9442,2087,1054,1033,1873,118,8,21,0,19,48,2002,85,2,1093,96,298,858,238,1354
3.61E+11,40.6782,-73.9442,1656,877,779,1532,51,15,29,0,4,25,1628,28,2,677,23,163,1250,95,2003
3.61E+11,40.6782,-73.9442,989,510,479,763,133,4,3,0,20,66,923,66,2,420,72,134,636,546,795
3.61E+11,40.6782,-73.9442,570,279,291,513,32,2,2,0,1,20,553,17,2,230,28,49,156,17,240
3.61E+11,40.6782,-73.9442,1058,571,487,901,87,4,0,0,8,58,1021,37,2,431,71,244,476,178,552
3.61E+11,40.6782,-73.9442,1827,945,882,1481,209,9,13,0,18,97,1741,86,2,743,73,175,1069,449,1331
3.61E+11,40.6782,-73.9442,586,298,288,471,74,3,2,2,1,33,576,10,2,239,19,65,313,64,485
3.61E+11,40.6782,-73.9442,1465,743,722,1294,122,2,3,0,10,34,1425,40,2,622,79,242,678,353,976
3.61E+11,40.6782,-73.9442,1584,827,757,1466,59,9,15,0,4,31,1545,39,2,623,50,97,1112,159,1557
3.61E+11,40.6782,-73.9442,1484,799,685,1376,39,1,15,0,12,41,1451,33,2,707,32,114,938,150,1134
3.61E+11,40.6782,-73.9442,672,348,324,609,32,3,0,0,4,24,658,14,2,284,23,122,323,345,460
3.61E+11,40.6782,-73.9442,845,450,395,770,35,1,4,0,9,26,827,18,2,367,49,17,434,9,639
3.61E+11,40.6782,-73.9442,940,513,427,901,24,0,1,0,5,9,921,19,2,437,26,37,593,30,950
3.61E+11,40.6782,-73.9442,781,423,358,745,11,5,1,0,2,17,767,14,2,341,19,26,614,15,830
3.61E+11,40.6782,-73.9442,2171,1184,987,1925,141,16,14,0,20,55,2099,72,2,1100,73,175,1270,304,1740
3.61E+11,40.6782,-73.9442,2354,1287,1067,2248,35,0,24,0,9,38,2315,39,2,855,14,141,1689,75,2271
3.61E+11,40.6782,-73.9442,1122,583,539,1093,6,6,4,2,2,9,1115,7,3,437,13,24,773,200,1199
